nivel_entidad,nombre_de_la_entidad,nit_de_la_entidad,estado_del_proceso,modalidad_de_contrataci_n,objeto_a_contratar,tipo_de_contrato,fecha_de_firma_del_contrato,numero_del_contrato,numero_de_proceso,valor_contrato,nom_raz_social_contratista,url_contrato
TERRITORIAL,BOGOTA DC  SECRETARIA DE EDUCACION,NO DEFINIDO,CELEBRADO,REGIMEN ESPECIAL,AUNAR ESFUERZOS PARA DESARROLLAR UN PROGRAMA PROFESIONAL DIRIGIDO A ORIENTADORES Y ORIENTADORAS DE LOS COLEGIOS DEL DISTRITO CAPITAL PARA EL ABORDAJE INTEGRAL DE SITUACIONES CRITICAS EN EL CONTEXTO ESCOLAR QUE BENEFICIEN A ESTUDIANTES DE COLEGIOS DEL DISTRITO EN EL MARCO DEL PROYECTO DE EDUCACION PARA LA CIUDADANIA Y LA CONVIVENCIA,OTRO TIPO DE CONTRATO,2015-04-10T00:00:00.000,19712015,15-4-3738486,800000000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-3738486
TERRITORIAL,BOGOTA DC  SECRETARIA DE EDUCACION,NO DEFINIDO,CELEBRADO,REGIMEN ESPECIAL,AUNAR ESFUERZOS PARA DESARROLLAR UN PROGRAMA PROFESIONAL DIRIGIDO A ORIENTADORES Y ORIENTADORAS DE LOS COLEGIOS DEL DISTRITO CAPITAL PARA EL ABORDAJE INTEGRAL DE SITUACIONES CRITICAS EN EL CONTEXTO ESCOLAR QUE BENEFICIEN A ESTUDIANTES DE COLEGIOS DEL DISTRITO EN EL MARCO DEL PROYECTO DE EDUCACION PARA LA CIUDADANIA Y LA CONVIVENCIA,OTRO TIPO DE CONTRATO,2015-04-10T00:00:00.000,19712015,15-4-3738486,800000000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-3738486
NACIONAL,AGENCIA NACIONAL DEL ESPECTRO ANE,900334265,CELEBRADO,CONTRATACION DIRECTA LEY 1150 DE 2007,INSCRIPCION Y PARTICIPACION DE CINCO 5 FUNCIONARIOS DE LA AGENCIA NACIONAL DEL ESPECTRO EN EL III CONGRESO COLOMBIANO DE CONTRATACION PUBLICA XIV JORNADAS DE CONTRATACION ESTATAL 2016 REFORMA AL ESTATUTO CONTRACTUAL DEL ESTADO Y SU IMPACTO EN EL POSCONFLICTO ORGANIZADO POR LA UNIVERSIDAD DE LOS ANDES,PRESTACION DE SERVICIOS,2016-10-25T00:00:00.000,71 de 2016,16-12-5732190,6196000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5732190
NACIONAL,AGENCIA NACIONAL DEL ESPECTRO ANE,900334265,CELEBRADO,CONTRATACION DIRECTA LEY 1150 DE 2007,INSCRIPCION Y PARTICIPACION DE CINCO 5 FUNCIONARIOS DE LA AGENCIA NACIONAL DEL ESPECTRO EN EL III CONGRESO COLOMBIANO DE CONTRATACION PUBLICA XIV JORNADAS DE CONTRATACION ESTATAL 2016 REFORMA AL ESTATUTO CONTRACTUAL DEL ESTADO Y SU IMPACTO EN EL POSCONFLICTO ORGANIZADO POR LA UNIVERSIDAD DE LOS ANDES,PRESTACION DE SERVICIOS,2016-10-25T00:00:00.000,71 de 2016,16-12-5732190,6196000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5732190
NACIONAL,SUPERINTENDENCIA FINANCIERA DE COLOMBIA SUPERFINANCIERA,890999057,LIQUIDADO,CONTRATACION DIRECTA LEY 1150 DE 2007,CONTRATAR LOS SERVICIOS PROFESIONALES PARA CAPACITAR A DOS FUNCIONARIOS DE LA SUPERINTENDENCIA EN LA ESPECIALIZACION DE GESTION DE RIESGO Y CONTROL DE INSTITUCIONES FINANCIERAS MODULOS CUARTO Y QUINTO,PRESTACION DE SERVICIOS,2015-03-16T00:00:00.000,SF 30122015,15-12-3632983,21600000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3632983
NACIONAL,SUPERINTENDENCIA FINANCIERA DE COLOMBIA SUPERFINANCIERA,890999057,LIQUIDADO,CONTRATACION DIRECTA LEY 1150 DE 2007,CONTRATAR LOS SERVICIOS PROFESIONALES PARA CAPACITAR A DOS FUNCIONARIOS DE LA SUPERINTENDENCIA EN LA ESPECIALIZACION DE GESTION DE RIESGO Y CONTROL DE INSTITUCIONES FINANCIERAS MODULOS CUARTO Y QUINTO,PRESTACION DE SERVICIOS,2015-03-16T00:00:00.000,SF 30122015,15-12-3632983,21600000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3632983
TERRITORIAL,CALDAS  AGUAS DE MANIZALES SA ESP,810000598,CELEBRADO,REGIMEN ESPECIAL,PARTICIPACION EVENTO WDSA 2016,PRESTACION DE SERVICIOS,2016-07-18T00:00:00.000,PECM 25201,16-4-5745356,10000000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-4-5745356
TERRITORIAL,CALDAS  AGUAS DE MANIZALES SA ESP,810000598,CELEBRADO,REGIMEN ESPECIAL,PARTICIPACION EVENTO WDSA 2016,PRESTACION DE SERVICIOS,2016-07-18T00:00:00.000,PECM 25201,16-4-5745356,10000000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-4-5745356
Territorial,FONDO FINANCIERO DISTRITAL DE SALUD,8002469532,En ejecuci�n,Contrataci�n Directa (con ofertas),Aunar esfuerzos en la vigilancia en salud p�blica que incluye la identificaci�n y monitoreo de patrones de transmisi�n de la infecci�n por COVID19 en territorios IPS y poblaciones selectas que permita potenciar la capacidad t�cnico cient�ficas para orientar evaluar y ajustar medidas de mitigaci�n y control de la enfermedad as� como la producci�n cient�fica del tema en la ciudad de Bogot�,Otro,2020-10-19T00:00:00.000,CO1.PCCNTR.1910407,CO1.BDOS.1480551,0,Universidad de los Andes,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1493538&isFromPublicArea=True&isModal=true&asPopupView=true
Territorial,FONDO FINANCIERO DISTRITAL DE SALUD,8002469532,En ejecuci�n,Contrataci�n Directa (con ofertas),Aunar esfuerzos en la vigilancia en salud p�blica que incluye la identificaci�n y monitoreo de patrones de transmisi�n de la infecci�n por COVID19 en territorios IPS y poblaciones selectas que permita potenciar la capacidad t�cnico cient�ficas para orientar evaluar y ajustar medidas de mitigaci�n y control de la enfermedad as� como la producci�n cient�fica del tema en la ciudad de Bogot�,Otro,2020-10-19T00:00:00.000,CO1.PCCNTR.1910407,CO1.BDOS.1480551,0,Universidad de los Andes,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1493538&isFromPublicArea=True&isModal=true&asPopupView=true
NACIONAL,DEPARTAMENTO ADMINISTRATIVO DE LA CIENCIA TECNOLOGIA E INNOVACION COLCIENCIAS,899999296,CELEBRADO,REGIMEN ESPECIAL,OTORGAR APOYO ECONOMICO A LA ENTIDAD POR PARTE DE COLCIENCIAS EN LA MODALIDAD DE RECUPERACION CONTINGENTE PARA LA FINANCIACION DEL PROYECTO TITULADO ASPECTOS DE ECOLOGIA SENSORIAL QUE CONTRIBUYEN A LA TRANSMISION VECTORIAL DE LA ENFERMEDAD DE CHAGAS EN COLOMBIA,OTRO TIPO DE CONTRATO,2008-12-12T00:00:00.000,440,09-4-163550,233679042,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=09-4-163550
NACIONAL,DEPARTAMENTO ADMINISTRATIVO DE LA CIENCIA TECNOLOGIA E INNOVACION COLCIENCIAS,899999296,CELEBRADO,REGIMEN ESPECIAL,OTORGAR APOYO ECONOMICO A LA ENTIDAD POR PARTE DE COLCIENCIAS EN LA MODALIDAD DE RECUPERACION CONTINGENTE PARA LA FINANCIACION DEL PROYECTO TITULADO ASPECTOS DE ECOLOGIA SENSORIAL QUE CONTRIBUYEN A LA TRANSMISION VECTORIAL DE LA ENFERMEDAD DE CHAGAS EN COLOMBIA,OTRO TIPO DE CONTRATO,2008-12-12T00:00:00.000,440,09-4-163550,233679042,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=09-4-163550
NACIONAL,CORALINA  CORPORACION PARA EL DESARROLLO SOSTENIBLE DEL ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,827000031,LIQUIDADO,CONTRATACION DIRECTA LEY 1150 DE 2007,AUNAR ESFUERZOS ADMINISTRATIVOS TECNICOS LOGISTICOS Y ECONOMICOS PARA DESARROLLAR ACCIONES DE INVESTIGACION EN LA RESERVA DE BIOSFERA SEAFLOER EN MONITOREO DE ARRICIFES MESOFOTICOS VALORACION ECONOMICA DESARROLLO DE PROTOCOLOS DE MONITOREO DE CAMBIO CLIMATICO Y EVALUACION DE ZONIFICACION DEL AREA MARINA PROTEGIDA PARA LA PESA DE CARACOL PALA,OTRO TIPO DE CONTRATO,2015-12-07T00:00:00.000,0212015,15-12-4530570,228899500,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-4530570
NACIONAL,CORALINA  CORPORACION PARA EL DESARROLLO SOSTENIBLE DEL ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,827000031,LIQUIDADO,CONTRATACION DIRECTA LEY 1150 DE 2007,AUNAR ESFUERZOS ADMINISTRATIVOS TECNICOS LOGISTICOS Y ECONOMICOS PARA DESARROLLAR ACCIONES DE INVESTIGACION EN LA RESERVA DE BIOSFERA SEAFLOER EN MONITOREO DE ARRICIFES MESOFOTICOS VALORACION ECONOMICA DESARROLLO DE PROTOCOLOS DE MONITOREO DE CAMBIO CLIMATICO Y EVALUACION DE ZONIFICACION DEL AREA MARINA PROTEGIDA PARA LA PESA DE CARACOL PALA,OTRO TIPO DE CONTRATO,2015-12-07T00:00:00.000,0212015,15-12-4530570,228899500,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-4530570
NACIONAL,DEPARTAMENTO ADMINISTRATIVO DE LA CIENCIA TECNOLOGIA E INNOVACION COLCIENCIAS,899999296,CELEBRADO,CONTRATACION DIRECTA LEY 1150 DE 2007,FORMAR JOVENES INVESTIGADORES E INNOVADORES PROFESIONALES EN LA ENTIDAD EJECUTURA MEDIANTE EL OTORGAMIENTO DE BECAS  PASANTIA,OTRO TIPO DE CONTRATO,2018-01-26T00:00:00.000,5172017,19-12-9689392,68028000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9689392
NACIONAL,DEPARTAMENTO ADMINISTRATIVO DE LA CIENCIA TECNOLOGIA E INNOVACION COLCIENCIAS,899999296,CELEBRADO,CONTRATACION DIRECTA LEY 1150 DE 2007,FORMAR JOVENES INVESTIGADORES E INNOVADORES PROFESIONALES EN LA ENTIDAD EJECUTURA MEDIANTE EL OTORGAMIENTO DE BECAS  PASANTIA,OTRO TIPO DE CONTRATO,2018-01-26T00:00:00.000,5172017,19-12-9689392,68028000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9689392
TERRITORIAL,CAUCA  ESE QUILISALUD  SANTANDER DE QUILICHAO,817003532,CELEBRADO,REGIMEN ESPECIAL,PRESTAR LOS SERVICIOS REALIZANDO LA ACRACTERIZACION SOCIAL Y DEMOGRAFICA DE LOS USUARIOS DE LOS GRUPOS DE ACTIVIDAD FISICA DEL DEPARTAMENTO DEL CAUCA PARA OBTENER INDICADORES DE EFECTIVIDAD DE LAS ESTRATEGIAS DE PROMOCION DE ESTILOS DE VIDA SALUDABLE Y LA CONSTRUCCION DEL PLAN ESTRATEGICO PARA LA PROMOCION DE KA ACTIVIDAD FISICA EN SANATANDER DE QUILICHAO,PRESTACION DE SERVICIOS,2022-04-26T00:00:00.000,138,22-4-13051290,30924000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-4-13051290
TERRITORIAL,CAUCA  ESE QUILISALUD  SANTANDER DE QUILICHAO,817003532,CELEBRADO,REGIMEN ESPECIAL,PRESTAR LOS SERVICIOS REALIZANDO LA ACRACTERIZACION SOCIAL Y DEMOGRAFICA DE LOS USUARIOS DE LOS GRUPOS DE ACTIVIDAD FISICA DEL DEPARTAMENTO DEL CAUCA PARA OBTENER INDICADORES DE EFECTIVIDAD DE LAS ESTRATEGIAS DE PROMOCION DE ESTILOS DE VIDA SALUDABLE Y LA CONSTRUCCION DEL PLAN ESTRATEGICO PARA LA PROMOCION DE KA ACTIVIDAD FISICA EN SANATANDER DE QUILICHAO,PRESTACION DE SERVICIOS,2022-04-26T00:00:00.000,138,22-4-13051290,30924000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-4-13051290
NACIONAL,DIRECCION DE IMPUESTOS Y ADUANAS NACIONALES DIAN,800197268,CELEBRADO,CONTRATACION DIRECTA LEY 1150 DE 2007,CAPACITACION  A TRAVES DE LA REALIZACION DEL EVENTO ACADEMICO DENOMINADO IX JORNADA DE CONTRATACION ESTATAL A CELEBRARSE EN LOS DIAS 3 Y 4  DE NOVIEMBRE DE 2011 EN LA CIUDAD DE CARTAGENA PARA CUATRO FUNCIONARIOS,PRESTACION DE SERVICIOS,2011-11-02T00:00:00.000,10020621418902011,11-12-679588,3400000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-679588
NACIONAL,DIRECCION DE IMPUESTOS Y ADUANAS NACIONALES DIAN,800197268,CELEBRADO,CONTRATACION DIRECTA LEY 1150 DE 2007,CAPACITACION  A TRAVES DE LA REALIZACION DEL EVENTO ACADEMICO DENOMINADO IX JORNADA DE CONTRATACION ESTATAL A CELEBRARSE EN LOS DIAS 3 Y 4  DE NOVIEMBRE DE 2011 EN LA CIUDAD DE CARTAGENA PARA CUATRO FUNCIONARIOS,PRESTACION DE SERVICIOS,2011-11-02T00:00:00.000,10020621418902011,11-12-679588,3400000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-679588
NACIONAL,FUERZA AEREA COLOMBIANA,899999102,LIQUIDADO,CONTRATACION MINIMA CUANTIA,EL CONTRATISTA PRESTARA LOS SERVICIOS DE CAPACITACION PARA ADELANTAR EL DOCTORADO EN INGENIERIAII A�O PARA UN FUNCIONARIO DE LA FUERZA AEREA COLOMBIANA,PRESTACION DE SERVICIOS,2008-02-14T00:00:00.000,0900ACOFACJEA2008,08-13-20049,14864300,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=08-13-20049
NACIONAL,FUERZA AEREA COLOMBIANA,899999102,LIQUIDADO,CONTRATACION MINIMA CUANTIA,EL CONTRATISTA PRESTARA LOS SERVICIOS DE CAPACITACION PARA ADELANTAR EL DOCTORADO EN INGENIERIAII A�O PARA UN FUNCIONARIO DE LA FUERZA AEREA COLOMBIANA,PRESTACION DE SERVICIOS,2008-02-14T00:00:00.000,0900ACOFACJEA2008,08-13-20049,14864300,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=08-13-20049
NACIONAL,MINISTERIO DE DEFENSA NACIONAL MINDEFENSA,899999003,LIQUIDADO,CONTRATACION DIRECTA LEY 1150 DE 2007,PRESTACION DE SERVICIOS DE CAPACITACION A TRAVES DE UNCURSO  TALLER EN FORMACION DE POLITICAS PUBLICAS EN ELSECTOR DEFENSA PARA MAXIMO 20 FUNCIONADOS DE LA UNIDAD DE GESTION GENERAL DEL MINISTERIO DE DEFENSA NACIONAL,PRESTACION DE SERVICIOS,2012-09-14T00:00:00.000,CTO3492012 MDNUGGDA,12-12-1167564,18850000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-1167564
NACIONAL,MINISTERIO DE DEFENSA NACIONAL MINDEFENSA,899999003,LIQUIDADO,CONTRATACION DIRECTA LEY 1150 DE 2007,PRESTACION DE SERVICIOS DE CAPACITACION A TRAVES DE UNCURSO  TALLER EN FORMACION DE POLITICAS PUBLICAS EN ELSECTOR DEFENSA PARA MAXIMO 20 FUNCIONADOS DE LA UNIDAD DE GESTION GENERAL DEL MINISTERIO DE DEFENSA NACIONAL,PRESTACION DE SERVICIOS,2012-09-14T00:00:00.000,CTO3492012 MDNUGGDA,12-12-1167564,18850000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-1167564
NACIONAL,CINTEL  CENTRO DE INVESTIGACION DE LAS TELECOMUNICACIONES,NO DEFINIDO,CELEBRADO,CONTRATACION DIRECTA LEY 1150 DE 2007,DEFINIR LA ARQUITECTURA DETALLADA DE UN PROTOTIPO DE UN SISTEMA INTEGRADO DE COMANDO Y CONTROL QUE SATISFAGA EL GRUPO DE REQUISITOS FUNCIONALES PREVIAMENTE SELECCIONADOS,CONSULTORIA,2011-03-14T00:00:00.000,PS00311,11-12-523483,65000000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-523483
NACIONAL,CINTEL  CENTRO DE INVESTIGACION DE LAS TELECOMUNICACIONES,NO DEFINIDO,CELEBRADO,CONTRATACION DIRECTA LEY 1150 DE 2007,DEFINIR LA ARQUITECTURA DETALLADA DE UN PROTOTIPO DE UN SISTEMA INTEGRADO DE COMANDO Y CONTROL QUE SATISFAGA EL GRUPO DE REQUISITOS FUNCIONALES PREVIAMENTE SELECCIONADOS,CONSULTORIA,2011-03-14T00:00:00.000,PS00311,11-12-523483,65000000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-12-523483
No Definido,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA DANE,899999027,En ejecuci�n,Contrataci�n r�gimen especial,POBREZA2022ELCO Aunar esfuerzos t�cnicos administrativos y financieros entre el DANE y la Universidad de los Andes para el acompa�amiento metodol�gico para las mediciones antropom�tricas verificaci�n del formulario y la aplicaci�n del test de vocabulario en im�genes PeabodyTVIP y de cuestionario de capacidades y dificultadesSDQ en el marco de la Encuesta Longitudinal de Colombia  ELCO 2022,DecreeLaw092/2017,2022-01-28T00:00:00.000,CO1.PCCNTR.3482754,CO1.BDOS.2754130,464611876,Universidad de los Andes,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2760374&isFromPublicArea=True&isModal=true&asPopupView=true
No Definido,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA DANE,899999027,En ejecuci�n,Contrataci�n r�gimen especial,POBREZA2022ELCO Aunar esfuerzos t�cnicos administrativos y financieros entre el DANE y la Universidad de los Andes para el acompa�amiento metodol�gico para las mediciones antropom�tricas verificaci�n del formulario y la aplicaci�n del test de vocabulario en im�genes PeabodyTVIP y de cuestionario de capacidades y dificultadesSDQ en el marco de la Encuesta Longitudinal de Colombia  ELCO 2022,DecreeLaw092/2017,2022-01-28T00:00:00.000,CO1.PCCNTR.3482754,CO1.BDOS.2754130,464611876,Universidad de los Andes,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2760374&isFromPublicArea=True&isModal=true&asPopupView=true
NACIONAL,QUINDIO  UNIVERSIDAD DEL QUINDIO,890000432,LIQUIDADO,REGIMEN ESPECIAL,CONTRATACION DE 4 HORAS DE MICROSCOPIA PARA EL DESARROLLO DEL PROYECTO 886,OTRO TIPO DE CONTRATO,2018-03-20T00:00:00.000,OC 239,18-4-7993535,688000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-7993535
NACIONAL,QUINDIO  UNIVERSIDAD DEL QUINDIO,890000432,LIQUIDADO,REGIMEN ESPECIAL,CONTRATACION DE 4 HORAS DE MICROSCOPIA PARA EL DESARROLLO DEL PROYECTO 886,OTRO TIPO DE CONTRATO,2018-03-20T00:00:00.000,OC 239,18-4-7993535,688000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-7993535
NACIONAL,FONDO DE LAS TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES,800131648,CELEBRADO,CONTRATACION DIRECTA LEY 1150 DE 2007,PRESTAR LOS SERVICIOS DE APOYO A LA GESTION DEL GRUPO DE TRANSFORMACION ORGANIZACIONAL PARA LA REALIZACION DE UN TALLER DE LIDERAZGO INTEGRAL APLICADO Y LA MEDICION DE LAS CAPACIDADES DE LOS FUNCIONARIOS QUE PARTICIPEN EN ESTE CON EL FIN DE DETERMINAR  IMPLEMENTAR Y APROPIAR DEL MODELO DE LIDERAZGO DEL MINISTERIO TIC,PRESTACION DE SERVICIOS,2016-06-02T00:00:00.000,5442016,16-12-5189466,70000000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5189466
NACIONAL,FONDO DE LAS TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES,800131648,CELEBRADO,CONTRATACION DIRECTA LEY 1150 DE 2007,PRESTAR LOS SERVICIOS DE APOYO A LA GESTION DEL GRUPO DE TRANSFORMACION ORGANIZACIONAL PARA LA REALIZACION DE UN TALLER DE LIDERAZGO INTEGRAL APLICADO Y LA MEDICION DE LAS CAPACIDADES DE LOS FUNCIONARIOS QUE PARTICIPEN EN ESTE CON EL FIN DE DETERMINAR  IMPLEMENTAR Y APROPIAR DEL MODELO DE LIDERAZGO DEL MINISTERIO TIC,PRESTACION DE SERVICIOS,2016-06-02T00:00:00.000,5442016,16-12-5189466,70000000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5189466
TERRITORIAL,BOGOTA  CAMARA DE COMERCIO DE BOGOTA,860007322,CELEBRADO,REGIMEN ESPECIAL,AUNAR ESFUERZOS ACADEMICOS TECNICOS ADMINISTRATIVOS Y FINANCIEROS ENTRE LA CAMARA Y LA UNIVERSIDAD PARA LA CREACION Y CONSOLIDACION DE UN CONSULTORIO JURIDICO EMPRESARIAL Y DEL EMPRENDIMIENTO QUE FUNCIONARA AL INTERIOR DE LA UNIVERSIDAD COMO UNA CLINICA JURIDICAVALOR DEL CONVENIO  472105540APORTE DE LA UNIVERSIDAD EN ESPECIE 156064896APORTE DE LA CAMARA EN DINERO  316040643,OTRO TIPO DE CONTRATO,2022-12-21T00:00:00.000,6200014421,22-4-13427333,316040643,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-4-13427333
TERRITORIAL,BOGOTA  CAMARA DE COMERCIO DE BOGOTA,860007322,CELEBRADO,REGIMEN ESPECIAL,AUNAR ESFUERZOS ACADEMICOS TECNICOS ADMINISTRATIVOS Y FINANCIEROS ENTRE LA CAMARA Y LA UNIVERSIDAD PARA LA CREACION Y CONSOLIDACION DE UN CONSULTORIO JURIDICO EMPRESARIAL Y DEL EMPRENDIMIENTO QUE FUNCIONARA AL INTERIOR DE LA UNIVERSIDAD COMO UNA CLINICA JURIDICAVALOR DEL CONVENIO  472105540APORTE DE LA UNIVERSIDAD EN ESPECIE 156064896APORTE DE LA CAMARA EN DINERO  316040643,OTRO TIPO DE CONTRATO,2022-12-21T00:00:00.000,6200014421,22-4-13427333,316040643,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-4-13427333
TERRITORIAL,META  GOBERNACION,NO DEFINIDO,LIQUIDADO,CONTRATACION MINIMA CUANTIA,REALIZAR EL ESTUDIO DE IMPACTO SOCIAL ECONOMICO Y AMBIENTAL DEL PROYECTO DE INVERSION SOCIAL NICOS 2015 EN LA PROMOCION DE DERECHOS DE NI�OS NI�AS Y ADOLESCENTES EN EL DEPARTAMENTO DEL META,PRESTACION DE SERVICIOS,2017-07-17T00:00:00.000,0811 DE 2017,17-13-6793873,62700000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-13-6793873
TERRITORIAL,META  GOBERNACION,NO DEFINIDO,LIQUIDADO,CONTRATACION MINIMA CUANTIA,REALIZAR EL ESTUDIO DE IMPACTO SOCIAL ECONOMICO Y AMBIENTAL DEL PROYECTO DE INVERSION SOCIAL NICOS 2015 EN LA PROMOCION DE DERECHOS DE NI�OS NI�AS Y ADOLESCENTES EN EL DEPARTAMENTO DEL META,PRESTACION DE SERVICIOS,2017-07-17T00:00:00.000,0811 DE 2017,17-13-6793873,62700000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-13-6793873
No Definido,INSTITUTO COLOMBIANO AGROPECUARIO  ICA,899999069,En ejecuci�n,Contrataci�n Directa (con ofertas),INSCRIPCI�N Y PARTICIPACI�N EN EL CURSO SISTEMA DE GESTI�N AMBIENTAL BAJO EL EST�NDAR ISO 14001,Otro,2021-07-19T00:00:00.000,CO1.PCCNTR.2676240,CO1.BDOS.2090110,14500000,Universidad de los Andes,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2092632&isFromPublicArea=True&isModal=true&asPopupView=true
No Definido,INSTITUTO COLOMBIANO AGROPECUARIO  ICA,899999069,En ejecuci�n,Contrataci�n Directa (con ofertas),INSCRIPCI�N Y PARTICIPACI�N EN EL CURSO SISTEMA DE GESTI�N AMBIENTAL BAJO EL EST�NDAR ISO 14001,Otro,2021-07-19T00:00:00.000,CO1.PCCNTR.2676240,CO1.BDOS.2090110,14500000,Universidad de los Andes,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2092632&isFromPublicArea=True&isModal=true&asPopupView=true
TERRITORIAL,BOGOTA  CAMARA DE COMERCIO DE BOGOTA,860007322,CELEBRADO,REGIMEN ESPECIAL,DESARROLLAR LA CAMPA�A CANDIDATOS VISIBLES 2015 QUE PERMITIRA VISIBILIZAR LAS CANDIDATURAS DE LOS ASPIRANTES A OCUPAR LOS ESCA�OS DEL CONCEJO DE BOGOTA A PARTIR DE ENERO DE 2016,PRESTACION DE SERVICIOS,2015-06-24T00:00:00.000,6200003434,15-4-4000111,70000000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-4000111
TERRITORIAL,BOGOTA  CAMARA DE COMERCIO DE BOGOTA,860007322,CELEBRADO,REGIMEN ESPECIAL,DESARROLLAR LA CAMPA�A CANDIDATOS VISIBLES 2015 QUE PERMITIRA VISIBILIZAR LAS CANDIDATURAS DE LOS ASPIRANTES A OCUPAR LOS ESCA�OS DEL CONCEJO DE BOGOTA A PARTIR DE ENERO DE 2016,PRESTACION DE SERVICIOS,2015-06-24T00:00:00.000,6200003434,15-4-4000111,70000000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-4000111
